BLOQUES,AREAS,ZONA,GRUPO SUMINISTRO,TOMA DE LUZ,PRODUCTO,DESCRIPCIÓN,DESPIECE,MONTAJE,TIPO MONTAJE,COSTE,FABRICANTE,PROVEEDOR,MARCA,REF./MODELO,UNDS.,PRECIO UND.,DTO.,PRECIO UND. CON DTO.,PRECIO TOTAL,POTENCIA UND.W.,POTENCIA TOTAL W.,ACCESORIO 1,REF./MODELO,UNDS.ACCES. 1,PRECIO ACCES. 1,POTENCIA ACCES.1,ACCESORIO 2,REF./MODELO,UNDS.ACCES. 2,PRECIO ACCES. 2,POTENCIA ACCES.2,ACCESORIO 3,REF./MODELO,UNDS.ACCES. 3,PRECIO ACCES. 3,POTENCIA ACCES.3,ACCESORIO 4,REF./MODELO,UNDS.ACCES. 4,PRECIO ACCES. 4,POTENCIA ACCES.4,PRECIO TOTAL ACCES.,REPUESTOS,REF./MODELO,UNDS.REPTOS.,PRECIO REPTOS.,PRECIO TOTAL REPTOS.,POTENCIA REPUESTOS,TOTAL PRECIO,TOTAL POTENCIA,FLUÍDOS
C,DE INTERNAMIENTO GENERAL,UCI,Barandillas cama RAL 1013,Opción de juego (par) de barandillas de 4 tubos de acero pintado RAL 1013,PARDO,,6,"129,24€","0,00%","129,24€","775,44€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Portasueros RAL 1013,Portasueros RAL 1013,PARDO,,6,"31,77€","0,00%","31,77€","190,62€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Cama articulada hidráulica de 4 planos U610,"Cama EASO articulada en 4 planos, estructura RAL 1013 (crudo), lecho varilla, con cabecero deslizable y piecero fijo U610 (verde hospital) y CARRO HIDRÁULICO",PARDO,EASO,6,"1.138,24€","0,00%","1.138,24€","6.829,44€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Caudalímetro Oxyll de Oxígeno Selector,"Caudalímetro Selector de 0-15 l/min, conexión a red DIN",HERSILL,5540606,10,"62,00€","0,00%","62,00€","620,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Caudalímetro Oxyll de Aire,Caudalímetro Oxyll Aire + conector para tubo,HERSILL,5540306+0520101,3,"35,55€","0,00%","35,55€","106,65€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Humidificador,Humedecedor para caudalímetro de oxígeno,HERSILL,5530000,10,"8,00€","0,00%","8,00€","80,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aspirador de alto vacío,"Aspirador de alto vacío Vacusill 2 HV PC2 con frasco recolector 1,700 ml.",HERSILL,5351207,10,"112,45€","0,00%","112,45€","1.124,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aspirador de bajo vacío,"Aspirador de bajo vacío Vacusill 2 LV PC2 con frasco recolector 1,700 ml.",HERSILL,5352207,10,"154,70€","0,00%","154,70€","1.547,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Presurizadores para bolsa de infusión,Presurizador con manómetro de 1000 ml VBM,HERSILL,135245,10,"98,00€","0,00%","98,00€","980,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Almohada 90 cm.,"Almohada 90 cm., fibra hueca c/funda algodón",PARDO,,6,"11,00€","0,00%","11,00€","66,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Ala mesilla U104,"Complemento mesilla MELAMINA U104 (crudo grisáceo), ala comida",PARDO,,6,"104,00€","0,00%","104,00€","624,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,"Mesilla noche clínica U610, laterales U104","Mesilla con estructura de aluminio, laterales U104 (crudo grisáceo), recubrimiento laminado, 1 puerta con balda interior, 1 cajón de polipropileno y 1 alojamiento externo, tapa superior e inferior en ABS texturado U610 (verde claro). 4 ruedas dobles giratorias con freno. Dimensiones: 425*495*695 mm.",PARDO,SALDUBA,6,"136,50€","0,00%","136,50€","819,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Biombo de separación riel aluminio cortina de techo,"Biombo - cortina de techo para separación de enfermos, riel de aluminio, tela plastificada, desmontable y lavable, 210x220 cm.",INMOCLINC,7020,6,"68,69€","2,00%","67,32€","403,90€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Silla pintada apilable polipiel TURQUISH,"Silla de despacho, altura fija, SIN brazos, polipiel TURQUISH, apilable",INMOCLINC,21125,6,"42,55€","2,00%","41,70€","250,19€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Cuña orinal plástico universal,"Cuña - orinal para enfermo, plástico, modelo universal",INMOCLINC,13109,10,"3,58€","2,00%","3,51€","35,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Lavacuñas desinfector,Lavacuñas desinfector con detergente,MATACHANA,85317,1,"4.950,00€","1,50%","4.875,75€","4.875,75€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Lavacuñas mural visto,"Lavacuñas mural visto, acero inox.",INMOCLINC,13103,1,"435,77€","2,00%","427,05€","427,05€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Botella orinal plástico universal,"Botella - orinal para enfermo, plástico, modelo universal",INMOCLINC,13112,10,"1,16€","2,00%","1,14€","11,37€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,"Montaje, supervisión y training Equipamiento médico","Montaje, supervisión y training Equipamiento médico",DRÄGER,,1,"12.380,00€","0,00%","12.380,00€","12.380,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Central de monitoreo,Central de monitoreo (10 puestos),DRÄGER,ICS,1,"13.088,00€","15,00%","11.124,80€","11.124,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Monitor de signos vitales (c/brazo),Monitor de signos vitales (c/brazo),DRÄGER,VISTA XL,4,"8.773,00€","15,00%","7.457,05€","29.828,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Monitor de signos vitales (c/brazo),Monitor de signos vitales (c/brazo),DRÄGER,VISTA XL,6,"8.773,00€","15,00%","7.457,05€","44.742,30€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,MR cable +512F ADU finger S02 IMEC-IPM,MR cable +512F ADU finger S02 IMEC-IPM,MINDRAY,1040288,1,"89,00€","2,00%","87,22€","87,22€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Tubo y brazalete de presión no invasiva,Tubo y brazalete de presión no invasiva (24-35) IMEC-IPM,MINDRAY,1040289,1,"37,00€","2,00%","36,26€","36,26€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Sensor SAO2 pediátrico,Sensor SAO2 pediátrico,MINDRAY,1070058,1,"80,00€","2,00%","78,40€","78,40€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Monitor IPM 12,"Monitor IPM 10 SAO2, ECG, 5 LEADS, NIPB, registro, presión invasiva y registro",MINDRAY,1040329,1,"4.923,08€","2,00%","4.824,62€","4.824,62€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Equipo de traqueotomía,Equipo de traqueotomía adulto,QUICKTRACH,8120041,2,"166,30€","2,00%","162,97€","325,95€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Desfibrilador con monitor,Desfibrilador D3 Mindray,MINDRAY,1030154,1,"3.800,00€","0,00%","3.800,00€","3.800,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Tabla de masaje cardíaco,Tabla de masaje cardíaco,INMOCLINC,10182/11,1,"63,53€","2,00%","62,26€","62,26€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Portasueros regulable,"Portasueros regulable en altura, acero inox., 2 ganchos",INMOCLINC,10182/6,1,"45,98€","2,00%","45,06€","45,06€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Soporte botella de oxígeno,Soporte botella de oxígeno,INMOCLINC,10182/10,1,"51,55€","2,00%","50,52€","50,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Carro paradas JADE,"Carro de curas, urgencias y parada cardíaca, acero inox. JADE, 3 cajones inferiores, entrepaño, 62x48x96 cm.",INMOCLINC,10540,1,"579,03€","2,00%","567,45€","567,45€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Ambu,Ambu (Ad/Ped),DRÄGER,MR100 (Ad/Ped),2,"194,00€","15,00%","164,90€","329,80€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Bomba de insulina,Bomba de administración de insulina ambulatoria,ROCHE,1180017,1,"3.866,67€","2,00%","3.789,34€","3.789,34€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Kit fungible de insulina,Kit fungible 30 días administración de insulina,ROCHE,12090068,2,"293,00€","2,00%","287,14€","574,28€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Carro para bomba de infusión,Soporte rodable infusión 5 raíles y 1 barra 6 ganchos,PROVITA,5290040,1,"970,00€","2,00%","950,60€","950,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Bomba de infusión,Bomba de infusión IP7700,GIMA,1180012,4,"1.140,00€","0,00%","1.140,00€","4.560,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Set de intubación,Equipo de intubación R-2100,HERSILL,5220100,2,"120,00€","0,00%","120,00€","240,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Resucitador manual,"Juego de 2 resucitadores manuales Revivator Plus, adultos y niños",HERSILL,5200601 y 5200611,2,"130,00€","0,00%","130,00€","260,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Respirador UCI,Respirador automático,DRÄGER,SAVINA 300,1,"20.175,00€","15,00%","17.148,75€","17.148,75€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Respirador UCI,Respirador automático,DRÄGER,SAVINA 300,1,"20.175,00€","15,00%","17.148,75€","17.148,75€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Carro de aspiración drenaje torácico,Carro de aspiración drenaje torácico Vacusill 2 LV PC4 con columna de agua 30 cmH2O,HERSILL,5352800,1,"377,00€","0,00%","377,00€","377,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aspirador eléctrico gástrico,Aspirador eléctrico gástrico V7 G con soporte rodable,HERSILL,5320271+4320021,1,"890,00€","0,00%","890,00€","890,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aspirador eléctrico torácico,Aspirador eléctrico torácico V7 G con soporte rodable y manómetro,HERSILL,5320271+4320021+4383500,1,"976,00€","0,00%","976,00€","976,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Tubo Pex-A 25 mm.,"Tubo Pex-A 25 mm., ampliación instalación planta agua",,476137030-050,210,"4,82€","0,00%","4,82€","1.012,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aislamiento térmico 19X28 mm.,"Aislamiento térmico 19X28 mm., ampliación instalación planta agua",,476HT-19X028,210,"9,85€","0,00%","9,85€","2.068,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Canal 1/2 canya para tubo,"Canal 1/2 canya para tubo, ampliación instalación planta agua",,476138053-001,200,"2,87€","0,00%","2,87€","574,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Abrazadera fijación 42 mm.,"Abrazadera fijación 42 mm., ampliación instalación planta agua",,476RIF-42,262,"1,12€","0,00%","1,12€","293,44€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Curva muelle 90º para Pex-A,"Curva muelle 90º para Pex-A, ampliación instalación planta agua",,476138351-002,25,"6,52€","0,00%","6,52€","163,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Curva muelle 45º para Pex-A,"Curva muelle 45º para Pex-A, ampliación instalación planta agua",,476138911-002,4,"6,52€","0,00%","6,52€","26,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Manguito unión Pex-A 25 mm.,"Manguito unión Pex-A 25 mm., ampliación instalación planta agua",,476160013-001,4,"6,28€","0,00%","6,28€","25,12€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Canal PVC 110X70 Tehalit,"Canal PVC 110X70 Tehalit, ampliación instalación planta agua",,476BRA7013219010,6,"30,92€","0,00%","30,92€","185,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Tolva desagüe,"Tolva desagüe, ampliación instalación planta agua",,476113698,2,"17,98€","0,00%","17,98€","35,96€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Conector 01 desagüe pared gris,"Conector 01 desagüe pared gris, ampliación instalación planta agua",,476NS6D24008,4,"18,67€","0,00%","18,67€","74,68€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Conector 01 desagüe manguera gris,"Conector 01 desagüe manguera gris, ampliación instalación planta agua",,476NS6D17006,4,"27,27€","0,00%","27,27€","109,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Conector macho a.inox. 25 mm.,"Conector macho a.inox. 25 mm., ampliación instalación planta agua",,476SO8B07552,2,"133,96€","0,00%","133,96€","267,92€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,M.O. Ampliación Instalación Planta de agua,M.O. Ampliación del anillo hasta la UCI para 2 tomas de agua en Pex-A y derivaciones a monitor en acero inoxidable DWA,,476INS-ANW-UCI-AGO,1,"5.556,36€","0,00%","5.556,36€","5.556,36€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aspirador de secreciones,Aspirador de secreciones Vario Vac B compact,DRÄGER,MP00506,1,"656,00€","15,00%","557,60€","557,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Aspirador de secreciones,Aspirador de secreciones Vario Vac B compact,DRÄGER,MP00506,1,"656,00€","15,00%","557,60€","557,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Catéter arterial,Catéter arterial,T.FLEX,12090065,5,"18,00€","2,00%","17,64€","88,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Catéter arterial,Catéter arterial,ARROW,12090065,5,"18,00€","2,00%","17,64€","88,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Cable catéter presiones invasivas,Cable presiones invasivas monitor Vista XL,BRAUN SURGICAL,1040325,1,"250,00€","2,00%","245,00€","245,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Cable catéter presiones invasivas,Cable presiones invasivas monitor Vista XL,BRAUN SURGICAL,1040325,1,"250,00€","2,00%","245,00€","245,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Transductor presión venosa,Transductor presión venosa invasiva (caja de 20 uds.),BRAUN SURGICAL,1040327,1,"374,00€","2,00%","366,52€","366,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Transductor presión arterial,Transductor presión arterial invasiva (caja 20 uds.),BRAUN SURGICAL,1040326,1,"374,00€","2,00%","366,52€","366,52€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Set cateterización venosa central,Set cateterización venosa central (presiones e infusión),T.FLEX,12090066,5,"18,00€","2,00%","17,64€","88,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Set cateterización venosa,Set cateterización de venosa central (presiones e infusión),ARROW,12090066,5,"18,00€","2,00%","17,64€","88,20€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Set cateterización venosa radial,Set cateterización venosa radial (presiones e infusión),T.FLEX,12090067,5,"45,00€","2,00%","44,10€","220,50€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Monitor constantes vitales base rodable,"Monitor WA Spot PNI,SAO2, TEMP",WELCH ALLYN,1040062,1,"1.379,08€","0,00%","1.379,08€","1.379,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Fonendoscopio,Fonendoscopio Littmann Classic II granate,LITTMANN,2020037,2,"87,04€","0,00%","87,04€","174,08€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Fonendoscopio cardiológico,Fonendoscopio Littmann dual Cardiology III granate,LITTMANN,2020076,2,"189,28€","0,00%","189,28€","378,56€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Pulsioxímetro,Pulsioxímetro Nonin 9500 ONYX de dedo,NONIN,1070047,1,"273,78€","0,00%","273,78€","273,78€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Tabla de transferencias plegable,Tabla de transferencias Rollbord Standard plegable 180x50,SAMARIT,16000015,1,"563,60€","0,00%","563,60€","563,60€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Laringoscopio LED,Laringoscopio LED Truphatek Delfín 3 palas,,2060098,1,"118,00€","0,00%","118,00€","118,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Laringoscopio LED,Laringoscopio LED Truphatek Delfín 3 palas,,2060098,1,"118,00€","0,00%","118,00€","118,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Mesa en laminado 160*70*75,Mesa en LAMINADO 160*70*75 con pata metálica. COLOR GRIS,MOBICAT,tipo 6 POS 20.01,2,"372,00€","9,00%","338,52€","677,04€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Lavamanos de pie,"Lavamanos de pie LP-54 con grifería, 50*45",MOBICAT,VARIO POS 01,1,"473,00€","9,00%","430,43€","430,43€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,"Silla rodable, giratoria, tapizada Nº 139, elevación a gas, respaldo alto, con brazos","Silla de despacho, elevación a gas, con brazos de poliuretano integral, respaldo alto, tapizada Nº 139",INMOCLINC,21130,3,"113,30€","2,00%","111,03€","333,10€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Single unit (MT) packaging,Single unit (MT) packaging,HP,I XL521AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Power supply MT,89% Power supply MT,HP,I BX379AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Windows 7 professional,Windows 7 porfessional 32-bit portugués,HP,I XL688AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,CPU,Intel Core i3-2100 CPU,HP,I BW852AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,RAM,2GB DDR3-1333 (1*2GB) RAM,HP,I BV062AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,HARD DRIVE,250GB 7200RPM SATA-6G 1ST HARD DRIVE,HP,I BV005AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Keyboard,USB Standard JB Keyboard portugués,HP,I BV396AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,MOUSE,Mouse BTO/Optical BLK,HP,I VL506AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Supermulti,Supermulti (JB) 1ST,HP,I BV044AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Warranty,3/3/3 MT Warranty,HP,I XT539AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Windows 7 32,Windows 7 32 bit factory imag,HP,I XL719AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Windows 7 64,Windows 7 64 bit factory image recovery,HP,I XL720AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Compaq 8200 elite country,Compaq 8200 elite country kit portugal,HP,I XJ308AV#AB9,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,CPU Label,i3 2nd Gen CPU Label,HP,I BW870AV,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Delivery Service door/dock DT,Delivery Service door/dock DT,HP,I ZD011A,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,MONITOR,Compaq LA1951G LCD MONITOR,HP,I EM890AA,1,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Ordenador personal,Base model HP8200 YT,HP,I BX383AV,1,"583,35€","0,00%","583,35€","583,35€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Caja de superficie 80X80,"Gote caja de superficie 80X80 placa empotrar, blanco nieve CM R250/9",,I 05R250/9,8,"16,00€","0,00%","16,00€","128,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Placa empotrar 45X45,Gote placa empotrar 45X45 blanco nieve CM ref: KR245/9,,I 05KR245/9,8,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,DE INTERNAMIENTO GENERAL,UCI,Placa con ventanilla 45X45,Placa con ventanilla 45X45 para 2 RJ45 Belden Systimax,,I 05KB76/9,8,"0,00€","0,00%","0,00€","0,00€",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
