"PRODUCTO"|"DESCRIPCION"|NA|"BLOQUE"|"AREA"|"ZONA"|"REVISION"|"ACCION"|"OBSERVACION"|"PROVEEDOR"|"REFERENCIA"|"UNIDADES"
"3414"|"Lector para microhematocritos"|"Lector para microhematocritos"|"E"|"LABORATORIOS"|"LAB.HEMATOLOGÍA"|"Mensual"|"Autochequeo"|""|"GRUPO SELECTA"|"7000929"|"2"
"3670"|"Lector para microhematocritos"|"Lector para microhematocritos"|"E"|"HEMOTERAPIA"|"LABORATORIO"|"Mensual"|"Autochequeo"|""|"GRUPO SELECTA"|"7000929"|"2"
"6111"|"Microscopio binocular con objetivo de inmersión"|NA|"A"|"DE URGENCIAS"|"LABORATORIO"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM750"|"2 "
"30141"|"Microscopio binocular con objetivo de inmersión"|NA|"E"|"LABORATORIOS"|"LAB.MICRO., BACTE. Y SEROLOGÍA"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM750"|"3 "
"33901"|"Microscopio binocular con objetivo de inmersión"|NA|"E"|"LABORATORIOS"|"LAB.HEMATOLOGÍA"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM750"|"3 "
"36581"|"Microscopio binocular con objetivo de inmersión"|NA|"E"|"HEMOTERAPIA"|"LABORATORIO"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM750"|"1 "
"52231"|"Microscopio binocular con objetivo de inmersión"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"LABORATORIO"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM750"|"3 "
"3015"|"Microscopio fluorescencia con contraste de fases"|NA|"E"|"LABORATORIOS"|"LAB.MICRO., BACTE. Y SEROLOGÍA"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM2000"|"1 "
"3391"|"Microscopio triocular con cámara"|NA|"E"|"LABORATORIOS"|"LAB.HEMATOLOGÍA"|"Mensual"|"Revision de lampara, oculasres y porta"|"Diariamente las lentes"|"SUMALSA"|"DM1000"|"1 "
"3287"|"Refractómetro"|NA|"E"|"LABORATORIOS"|"LAB.BIOQUÍMICA"|"Diario"|"Limpieza de cristal y ocular"|""|"GRUPO SELECTA"|"5901006"|"1 "
"1976"|"Selladora portátil"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SUBCENTRAL DE ESTERILIZACIÓN"|"Anual"|"Revision de mufla aislate teflon"|""|"GRUPO SELECTA"|"5800038"|"1 "
"3011"|"Selladora portátil"|NA|"E"|"LABORATORIOS"|"ESTERILIZACIÓN"|"Anual"|"Revision de mufla aislate teflon"|""|"GRUPO SELECTA"|"5800038"|"2 "
"3176"|"Selladora portátil"|NA|"E"|"LABORATORIOS"|"LAB.MICRO., BACTE. Y SEROLOGÍA"|"Anual"|"Revision de mufla aislate teflon"|""|"GRUPO SELECTA"|"5800038"|"1 "
"3560"|"Selladora portátil"|NA|"E"|"HEMOTERAPIA"|"PREPARACIÓN"|"Anual"|"Revision de mufla aislate teflon"|""|"GRUPO SELECTA"|"5800038"|"1 "
"3915"|"Selladora portátil"|NA|"E"|"HEMOTERAPIA"|"ESTERILIZACIÓN"|"Anual"|"Revision de mufla aislate teflon"|""|"GRUPO SELECTA"|"5800038"|"1 "
"4302"|"Máquina de lavar industrial 18 KG."|NA|"F"|"DE LAVANDERÍA"|"LAVANDERÍA"|"Mensual"|"Limpieza y revision de Filtros"|""|"GIRBAU"|"HS-6017 LC-E"|"1 "
"4310"|"Máquina de lavar industrial 25 KG."|NA|"F"|"DE LAVANDERÍA"|"LAVANDERÍA"|"Mensual"|"Limpieza y revision de Filtros"|""|"GIRBAU"|"HS-6023 LC-E"|"1 "
"4320"|"Máquina de lavar industrial 63 KG."|NA|"F"|"DE LAVANDERÍA"|"LAVANDERÍA"|"Mensual"|"Limpieza y revision de Filtros"|""|"GIRBAU"|"HS-6057 IC-E-EASY LOAD"|"1 "
"4378"|"Mesa de repaso"|NA|"F"|"DE LAVANDERÍA"|"COSTURA Y PLANCHADO"|"Mensual"|"Limpieza de calderín, revision de cableado"|""|"GIRBAU"|"S/AAR"|"1 "
"4370"|"Prensa de planchado"|NA|"F"|"DE LAVANDERÍA"|"COSTURA Y PLANCHADO"|"Mensual"|"Revison de cableados, sistema de prensa, y resistencias, Limpiar Filtro de extraccion"|""|"GIRBAU"|"S/MP4"|"1 "
"4332"|"Secadora industrial"|NA|"F"|"DE LAVANDERÍA"|"LAVANDERÍA"|"Mensual"|"Limpieza de filtros de desagüe, entrada de agua, tambor"|"Revisionde circuito de Gas"|"GIRBAU"|"ED660 PC-G"|"1 "
"4333"|"Secadora industrial"|NA|"F"|"DE LAVANDERÍA"|"LAVANDERÍA"|"Mensual"|"Limpieza de filtros de desagüe, entrada de agua, tambor"|"Revisionde circuito de Gas"|"REPUESTOS GIRBAU"|"ED660 PC-G"|"1 "
"4362"|"Planchadora industrial"|NA|"F"|"DE LAVANDERÍA"|"COSTURA Y PLANCHADO"|"Mensual"|"Limpieza de Filtros, quitar borra de bandas, y extracción"|"Revisionde circuito de Gas. SI NO ESTA LIMPIO ES SUCEPTIBLE DE CREAR LLAMA"|"GIRBAU"|"PB-5132 P-G"|"1 "
"1053"|"Acoplo para turbina"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Mensual"|"Desrroscar y roscar"|""|"5º envío DENTALITE"|"NKP434-051"|"1 "
"1054"|"Acoplo para turbina"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Mensual"|"Desrroscar y roscar"|""|"DENTALITE"|"NKP434-051"|"1 "
"1038"|"Aparato de ultrasonidos"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Mensual"|"Revision de cableado cambio de agua"|""|"DENTALITE"|"NKY140954"|"1 "
"1030"|"Aspiración vaso + motor aspiración"|"Aspiración vaso + motor aspiración"|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Mensual"|"Limpieza del vaso y sondas"|""|"5º envío DENTALITE"|"FE82O086-1"|"1 "
"1031"|"Aspiración vaso + motor aspiración"|"Aspiración vaso + motor aspiración"|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Mensual"|"Limpieza del vaso y sondas"|""|"DENTALITE"|"FE82O086-1"|"1 "
"1039"|"Autoclave vapor de agua"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semestral"|"Limpieza de camara"|""|"DENTALITE"|"XD915.00.N0100"|"1 "
"1062"|"Baño de ultrasonido"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Mensual"|"Revision de cableado cambio de agua"|""|"DENTALITE"|"PCEL2934902000"|"1 "
"1057"|"Contrángulo"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semanal"|"Engrase"|""|"5º envío DENTALITE"|"NKC1027001"|"1 "
"1058"|"Contrángulo"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semanal"|"Engrase"|""|"DENTALITE"|"NKC1027001"|"1 "
"1390"|"Ecógrafo"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revision de cableado de alimentación, y estado de las sondas"|""|"IBOR MÉDICA"|"20000104"|"1 "
"13721"|"Electrocardiógrafo con monitor"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Semestral"|"Comprobación de impresión grafica baterias, cables y latiguillos"|""|"IBOR MÉDICA"|"01010089"|"1 "
"49721"|"Electrocardiógrafo con monitor"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Semestral"|"Comprobación de impresión grafica baterias, cables y latiguillos"|""|"IBOR MÉDICA"|"01010089"|"1 "
"1373"|"Electrocardiógrafo de esfuerzo"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Semestral"|"Comprobación de impresión grafica baterias, cables y latiguillos"|""|"IBOR MÉDICA"|"01010094"|"1 "
"1375"|"Espirómetro"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Semanal"|"Calibracion con piston de calibracion"|""|"IBOR MÉDICA"|"01080084"|"1 "
"1041"|"Esterilizador de bolas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision de cableado"|""|"DENTALITE"|"PCE"|"1 "
"1384"|"Grabadora Holter"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Prueba funcional"|""|"5º envío IBOR MÉDICA"|"01210063"|"1 "
"1385"|"Holter de presión"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revisar fugas de manguito y tubos"|""|"IBOR MÉDICA"|"01210034"|"1 "
"1388"|"Holter E.C.G."|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Comprobacion de bateria y latiguillos"|""|"IBOR MÉDICA"|"01210048"|"1 "
"1026"|"Lámpara de exploración estomatológica, articulada base rodable"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision de cableado"|""|"DENTALITE"|"AG281"|"1 "
"1036"|"Lámpara de luz halógena"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision de cableado"|""|"5º envío DENTALITE"|"SFF05400"|"1 "
"1037"|"Lámpara de luz halógena"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision de cableado"|""|"DENTALITE"|"OR950250"|"1 "
"1371"|"Lámpara de Wood"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revision de cableado"|""|"IBOR MÉDICA"|"02160005"|"1 "
"1023"|"Negatoscopio 3 cuerpos"|"Negatoscopio 3 cuerpos"|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"luxes"|"desmontar panles y limpieza, ver fluorescentes"|""|"DENTALITE"|"JRN3C"|"1 "
"1059"|"Pieza de mano S-MAX M65 s/luz y spray simple"|"Pieza de mano S-MAX M65 s/luz y spray simple"|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semanal"|"Engrase"|""|"5º envío DENTALITE"|"NKH1008001"|"1 "
"1060"|"Pieza de mano S-MAX M65 s/luz y spray simple"|"Pieza de mano S-MAX M65 s/luz y spray simple"|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semanal"|"Engrase"|""|"DENTALITE"|"NKH1008001"|"1 "
"1043"|"Rayos X a pared"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"UTPR"|""|"DENTALITE."|"TF5153655"|"1 "
"1049"|"Rayos X panorámico"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"UTPR"|""|"DENTALITE."|"SFF03501"|"1 "
"1064"|"Reveladora automática"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semestral"|"Cambio de líquidos y limpieza de cubetas"|""|"DENTALITE"|"DD1700-10"|"1 "
"1374"|"Tapiz ergometría"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Velocidad/Inclinación franado emergencia"|""|"IBOR MÉDICA"|"01010095"|"1 "
"1042"|"Termoselladora"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision de mufla teflon aislante"|""|"DENTALITE"|"XD100040"|"1 "
"1055"|"Turbinas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semanal"|"Engrase"|""|"5º envío DENTALITE"|"NKP1004001"|"1 "
"1056"|"Turbinas"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Semanal"|"Engrase"|""|"DENTALITE"|"NKP1004001"|"1 "
"1028"|"Unidad dental Fedesa"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision funcional"|""|"5º envío DENTALITE"|"FE9B33"|"1 "
"1029"|"Unidad dental Fedesa"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE ESTOMATOLOGÍA"|"Anual"|"Revision funcional"|""|"DENTALITE"|"FE9B33"|"1 "
"1318"|"Audiómetro"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revision de cableado de alimentación, y audio"|""|"IBOR MÉDICA"|"01090002"|"1 "
"1316"|"Audiómetro de screening"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revisión de Baterías, cargador"|""|"5º envío IBOR MÉDICA"|"02190001"|"1 "
"1317"|"Audiómetro de screening"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revisión de Baterías, cargador"|""|"IBOR MÉDICA"|"02190001"|"1 "
"20421"|"Calentador de sangre e infusiones"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"Comprobaciòn de diversas temperaturas"|""|"5º envío IBOR MÉDICA"|"01180005"|"1 "
"49521"|"Calentador de sangre e infusiones"|NA|"G"|"URGENCIAS PEDIÁTRICAS"|"BOXES DE URGENCIAS PEDIÁTRICAS"|"Anual"|"Comprobaciòn de diversas temperaturas"|""|"5º envío repuestos IBOR MÉDICA"|"01180005"|"1 "
"1268"|"Cámara de fondo de ojo"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revision de cableado"|""|"BONET"|"NonMyd 7"|"1 "
"1282"|"Campimetro"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revision de cableado"|""|"BONET"|"AP-7000"|"1 "
"535"|"Esfingomanómetro de pared"|NA|"A"|"DE URGENCIAS"|"CONSULTA Nº 1"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"559"|"Esfingomanómetro de pared"|NA|"A"|"DE URGENCIAS"|"CONSULTA Nº 2"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"917"|"Esfingomanómetro de pared"|NA|"A"|"DE URGENCIAS"|"CONSULTA TRAUMA"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"1303"|"Esfingomanómetro de pared"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"1343"|"Esfingomanómetro de pared"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE UROLOGÍA"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"1366"|"Esfingomanómetro de pared"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTAS POLV.MEDICINA Y CIRUGÍA"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"3 "
"1829"|"Esfingomanómetro de pared"|NA|"B"|"QUIRÚRGICA"|"SALA PRE-ANESTESIA"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"2 "
"5346"|"Esfingomanómetro de pared"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 1"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"5374"|"Esfingomanómetro de pared"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 2"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"5403"|"Esfingomanómetro de pared"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 3"|"Anual"|"Revisar fugas de la Pera"|""|"IBOR MÉDICA"|"02030025"|"1 "
"1271"|"Frontofocómetro lectura externa"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Mensual"|"Limpieza de optica, revision de baterias"|""|"BONET"|"L-25D"|"1 "
"1319"|"Impedanciómetro"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revision de baterias"|""|"IBOR MÉDICA"|"01090011"|"1 "
"1272"|"Lámpara de hendidura"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Mensual"|"Limpieza de optica, revision de baterias, cableado"|""|"BONET"|"SL-102"|"1 "
"1279"|"Lámpara de Siegritz con diafragma de pared para equiostomía"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Semestral"|"Revision de cableado y lámpara"|""|"BONET"|""|"1 "
"1309"|"Lámpara frontal o fotóforo halógeno"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revisionde cargador"|""|"IBOR MÉDICA"|"02070062"|"2 "
"8711"|"Laringoscopio LED"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"8721"|"Laringoscopio LED"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"13101"|"Laringoscopio LED"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"13111"|"Laringoscopio LED"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"20381"|"Laringoscopio LED"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"20391"|"Laringoscopio LED"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"20881"|"Laringoscopio LED"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"20891"|"Laringoscopio LED"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 2"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"21271"|"Laringoscopio LED"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"21281"|"Laringoscopio LED"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO CIRUGÍA MENOR"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"25641"|"Laringoscopio LED"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"25651"|"Laringoscopio LED"|NA|"C"|"DE INTERNAMIENTO GENERAL"|"UCI"|"Semestral"|"Revision de baterias, optica y fibras"|""|"IBOR MÉDICA"|"02060098"|"1 "
"6424"|"Láser"|NA|"CRF"|"CENTRO DE ELECTROTERAPIA-REHABILITACIÓN"|"ELECTROTERAPIA"|"Semestral"|"Revision de cableado y limpieza de fibra"|""|"IBOR MÉDICA"|"09020066"|"1 "
"1277"|"Oftalmómetro de Javal"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Mensual"|"Limpieza de optica, lámpara, cableado"|""|"BONET"|"KER300"|"1 "
"1275"|"Oftalmoscopio directo"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Limpieza de optica, revision de baterias"|""|"BONET"|"11772-VC"|"1 "
"1276"|"Oftalmoscopio indirecto"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Limpieza de optica, revision de baterias"|""|"BONET"|"12000"|"1 "
"1313"|"Otoscopio"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Limpieza de optica, revision de baterias"|""|"IBOR MÉDICA"|"02050032"|"3 "
"5351"|"Otoscopio"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 1"|"Anual"|"Limpieza de optica, revision de baterias"|""|"IBOR MÉDICA"|"02050032"|"1 "
"5379"|"Otoscopio"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 2"|"Anual"|"Limpieza de optica, revision de baterias"|""|"IBOR MÉDICA"|"02050032"|"1 "
"5408"|"Otoscopio"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 3"|"Anual"|"Limpieza de optica, revision de baterias"|""|"IBOR MÉDICA"|"02050032"|"1 "
"1283"|"Refractoqueratómetro"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revision de cableado"|""|"BONET"|"K-900"|"1 "
"539"|"Rinoscopio"|"Rinoscopio"|"A"|"DE URGENCIAS"|"CONSULTA Nº 1"|"Mensual"|"Revision de optica y fibras"|""|"IBOR MÉDICA"|"02140070"|"1 "
"564"|"Rinoscopio"|"Rinoscopio"|"A"|"DE URGENCIAS"|"CONSULTA Nº 2"|"Mensual"|"Revision de optica y fibras"|""|"IBOR MÉDICA"|"02140070"|"1 "
"1308"|"Rinoscopio"|"Rinoscopio"|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Mensual"|"Revision de optica y fibras"|""|"IBOR MÉDICA"|"02140070"|"1 "
"5352"|"Rinoscopio"|"Rinoscopio"|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 1"|"Mensual"|"Revision de optica y fibras"|""|"IBOR MÉDICA"|"02140070"|"1 "
"5380"|"Rinoscopio"|"Rinoscopio"|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 2"|"Mensual"|"Revision de optica y fibras"|""|"IBOR MÉDICA"|"02140070"|"1 "
"5410"|"Rinoscopio"|"Rinoscopio"|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"CONSULTA Nº 3"|"Mensual"|"Revision de optica y fibras"|""|"IBOR MÉDICA"|"02140070"|"1 "
"1312"|"Timpanómetro con impresora"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA DE OTORRINOLARINGOLOGÍA"|"Anual"|"Revision de cableado y limpieza de fibra"|""|"IBOR MÉDICA"|"01090023"|"1 "
"1278"|"Tonómetro de Perkins"|NA|"A"|"DE CONSULTAS EXTERNAS"|"CONSULTA OFTALMOLOGÍA"|"Anual"|"Revision de Baterias"|""|"BONET"|"HA-2"|"1 "
"1513"|"Electroencefalógrafo"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA TAC"|"Semestral"|"Revisionde cableados, e impresión"|""|"5º envío IBOR MÉDICA"|"01200003"|"1 "
"2016"|"Arco radio-quirúrgico en C"|NA|"B"|"CENTRAL DE ESTERILIZACIÓN QUIRÚRGICA"|"SALA DE QUIRÓFANO 1"|"Anual"|"REVISION UTPR"|""|"SIEMENS"|"14418389"|"1 "
"7912"|"Frigorífico clínico"|NA|"A"|"DE URGENCIAS"|"FARMACIA"|"Anual"|"Testear Tª"|""|"GRUPO SELECTA"|"-2101275"|"1 "
"19272"|"Frigorífico clínico"|NA|"B"|"QUIRÚRGICA"|"SALA DE ANESTESIA"|"Anual"|"Testear Tª"|""|"GRUPO SELECTA"|"-2101275"|"1 "
"31002"|"Frigorífico clínico"|NA|"E"|"LABORATORIOS"|"LAB.MICRO., BACTE. Y SEROLOGÍA"|"Anual"|"Testear Tª"|""|"GRUPO SELECTA"|"-2101275"|"1 "
"34812"|"Frigorífico clínico"|NA|"E"|"LABORATORIOS"|"LAB.HEMATOLOGÍA"|"Anual"|"Testear Tª"|""|"GRUPO SELECTA"|"-2101275"|"1 "
"39522"|"Frigorífico clínico"|NA|"E"|"FARMACIA"|"PREPARACIÓN DE FÁRMACOS"|"Anual"|"Testear Tª"|""|"GRUPO SELECTA"|"-2101275"|"2 "
"52122"|"Frigorífico clínico"|NA|"G"|"CONSULTAS EXTERNAS PEDIATRÍA"|"VACUNAS Y NUTRICIÓN"|"Anual"|"Testear Tª"|""|"GRUPO SELECTA"|"-2101275"|"1 "
"574"|"Aspirador de alto vacío"|NA|"A"|"DE URGENCIAS"|"BOXES OBSERVACIÓN MEDICINA"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"7 "
"821"|"Aspirador de alto vacío"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"6 "
"833"|"Aspirador de alto vacío"|NA|"A"|"DE URGENCIAS"|"BOXES TRAUMA Y VITALES"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"6 "
"1457"|"Aspirador de alto vacío"|NA|"A"|"DE IMAGIOLOGÍA"|"SALA RADIOLÓGICA"|"Anual"|"Revidion de bolsas filtros, motor, y conexionado"|""|"HERSILL"|"5351207"|"2 "
